,Longitude,Latitude,vin cnt,accuracy,type,city,country,county,street,number,postdirectional,predirectional,prefix,state,street,suffix,zip,address,lat,lng,source
1239,-80.1023349,26.2297251,38,1,nearest_street,Pompano Beach,US,Broward County,Us Hwy 1,250,,,,FL,Us Hwy 1,,33062,"250 Us Hwy 1, Pompano Beach, FL 33062",26.23009,-80.102817,TIGER/Line® dataset from the US Census Bureau
1240,-80.1022588,26.7582525,3,1,rooftop,West Palm Beach,US,Palm Beach County,45th St,3114,,,,FL,45th,St,33407,"3114 45th St, West Palm Beach, FL 33407",26.758256,-80.102267,Palm Beach County
1241,-80.102234,26.2367887,52,1,nearest_street,Pompano Beach,US,Broward County,Us Hwy 1,499,,,,FL,Us Hwy 1,,33062,"499 Us Hwy 1, Pompano Beach, FL 33062",26.236895,-80.10289,TIGER/Line® dataset from the US Census Bureau
1242,-80.102094,26.7075775,1947,1,rooftop,West Palm Beach,US,Palm Beach County,Okeechobee Blvd,3031,,,,FL,Okeechobee,Blvd,33409,"3031 Okeechobee Blvd, West Palm Beach, FL 33409",26.70722,-80.102065,City of West Palm Beach
1243,-80.1019294,26.237608,640,1,rooftop,Pompano Beach,US,Broward County,N Federal Hwy,700,,N,,FL,Federal,Hwy,33062,"700 N Federal Hwy, Pompano Beach, FL 33062",26.237757,-80.101771,Broward
1244,-80.1013281,26.2413436,315,1,nearest_street,Pompano Beach,US,Broward County,Us Hwy 1,940,,,,FL,Us Hwy 1,,33062,"940 Us Hwy 1, Pompano Beach, FL 33062",26.241167,-80.102329,TIGER/Line® dataset from the US Census Bureau
1245,-80.1005878,26.7076266,14,1,rooftop,West Palm Beach,US,Palm Beach County,Okeechobee Blvd,3001,,,,FL,Okeechobee,Blvd,33409,"3001 Okeechobee Blvd, West Palm Beach, FL 33409",26.707742,-80.100445,City of West Palm Beach
1246,-80.100339,26.713516,69,1,rooftop,West Palm Beach,US,Palm Beach County,Village Blvd,711,,,,FL,Village,Blvd,33409,"711 Village Blvd, West Palm Beach, FL 33409",26.713515,-80.100387,Palm Beach County
1247,-80.1000324,26.265457,993,1,nearest_street,Pompano Beach,US,Broward County,Us Hwy 1,2740,,,,FL,Us Hwy 1,,33064,"2740 Us Hwy 1, Pompano Beach, FL 33064",26.265118,-80.09895,TIGER/Line® dataset from the US Census Bureau
1248,-80.098993,26.2671322,97,1,nearest_street,Pompano Beach,US,Broward County,Us Hwy 1,2900,,,,FL,Us Hwy 1,,33064,"2900 Us Hwy 1, Pompano Beach, FL 33064",26.267395,-80.098652,TIGER/Line® dataset from the US Census Bureau
1249,-80.0981796,26.7074397,1729,1,rooftop,West Palm Beach,US,Palm Beach County,Okeechobee Blvd,2901,,,,FL,Okeechobee,Blvd,33409,"2901 Okeechobee Blvd, West Palm Beach, FL 33409",26.707337,-80.098118,City of West Palm Beach
1250,-80.0981349,26.2661179,926,1,rooftop,Pompano Beach,US,Broward County,N Federal Hwy,2800,,N,,FL,Federal,Hwy,33064,"2800 N Federal Hwy, Pompano Beach, FL 33064",26.265897,-80.098159,Broward
1251,-80.0975894,26.7824263,623,1,nearest_street,West Palm Beach,US,Palm Beach County,I 95,,,,,FL,I 95,,33404,"I 95, West Palm Beach, FL 33404",26.782967,-80.098987,TIGER/Line® dataset from the US Census Bureau
1252,-80.0968623,26.7842621,804,1,rooftop,West Palm Beach,US,Palm Beach County,W Blue Heron Blvd,3790,,W,,FL,Blue Heron,Blvd,33404,"3790 W Blue Heron Blvd, West Palm Beach, FL 33404",26.784363,-80.097413,Palm Beach County
1253,-80.0964697,26.7074322,734,1,rooftop,West Palm Beach,US,Palm Beach County,Okeechobee Blvd,2801,,,,FL,Okeechobee,Blvd,33401,"2801 Okeechobee Blvd, West Palm Beach, FL 33401",26.707316,-80.096509,Loveland
1254,-80.096109,26.459969,58,1,rooftop,Delray Beach,US,Palm Beach County,W Atlantic Ave,2201,,W,,FL,Atlantic,Ave,33445,"2201 W Atlantic Ave, Delray Beach, FL 33445",26.459969,-80.096109,Palm Beach County
1255,-80.0957274,26.294392,461,1,nearest_street,Pompano Beach,US,Broward County,Us Hwy 1,5150,,,,FL,Us Hwy 1,,33064,"5150 Us Hwy 1, Pompano Beach, FL 33064",26.29466,-80.094687,TIGER/Line® dataset from the US Census Bureau
1256,-80.0954652,26.2839921,498,1,nearest_street,Pompano Beach,US,Broward County,Us Hwy 1,4298,,,,FL,Us Hwy 1,,33064,"4298 Us Hwy 1, Pompano Beach, FL 33064",26.283486,-80.096384,TIGER/Line® dataset from the US Census Bureau
1257,-80.0954126,26.7070961,703,1,rooftop,West Palm Beach,US,Palm Beach County,Okeechobee Blvd,2707,,,,FL,Okeechobee,Blvd,33409,"2707 Okeechobee Blvd, West Palm Beach, FL 33409",26.707074,-80.095421,City of West Palm Beach
1258,-80.0953989,26.2989651,934,1,rooftop,Deerfield Beach,US,Broward County,S Federal Hwy,1441,,S,,FL,Federal,Hwy,33441,"1441 S Federal Hwy, Deerfield Beach, FL 33441",26.298746,-80.09486,Loveland
1259,-80.0949619,26.2966661,980,1,nearest_street,Pompano Beach,US,Broward County,Us Hwy 1,5280,,,,FL,Us Hwy 1,,33064,"5280 Us Hwy 1, Pompano Beach, FL 33064",26.296997,-80.09429,TIGER/Line® dataset from the US Census Bureau
1260,-80.0947833,26.3004636,6,1,rooftop,Deerfield Beach,US,Broward County,S Federal Hwy,1345,,S,,FL,Federal,Hwy,33441,"1345 S Federal Hwy, Deerfield Beach, FL 33441",26.3005,-80.094588,Broward
1261,-80.0943069,26.2997771,511,1,rooftop,Deerfield Beach,US,Broward County,S Federal Hwy,1345,,S,,FL,Federal,Hwy,33441,"1345 S Federal Hwy, Deerfield Beach, FL 33441",26.300337,-80.094281,Loveland
1262,-80.0936558,26.8081625,970,1,rooftop,West Palm Beach,US,Palm Beach County,Northlake Blvd,3720,,,,FL,Northlake,Blvd,33403,"3720 Northlake Blvd, West Palm Beach, FL 33403",26.807915,-80.093637,Palm Beach County
1263,-80.0935212,26.8093808,440,0.99,rooftop,West Palm Beach,US,Palm Beach County,Northlake Blvd,3703,,,,FL,Northlake,Blvd,33403,"3703 Northlake Blvd, West Palm Beach, FL 33403",26.809978,-80.093021,Palm Beach County
1264,-80.0933157,26.4580504,5,1,rooftop,Delray Beach,US,Palm Beach County,S Congress Ave,175,,S,,FL,Congress,Ave,33445,"175 S Congress Ave, Delray Beach, FL 33445",26.457973,-80.093292,Palm Beach County
1265,-80.0930659,26.809584,903,1,rooftop,West Palm Beach,US,Palm Beach County,Northlake Blvd,3703,,,,FL,Northlake,Blvd,33403,"3703 Northlake Blvd, West Palm Beach, FL 33403",26.809978,-80.093021,Palm Beach County
1266,-80.0925309,26.806732,540,1,rooftop,West Palm Beach,US,Palm Beach County,Lyndall Ln,8869,,,,FL,Lyndall,Ln,33403,"8869 Lyndall Ln, West Palm Beach, FL 33403",26.806748,-80.092009,Palm Beach County
1267,-80.088892,26.7714352,1,1,rooftop,West Palm Beach,US,Palm Beach County,W 9th St,1960,,W,,FL,9th,St,33404,"1960 W 9th St, West Palm Beach, FL 33404",26.771443,-80.08889,Palm Beach County
1268,-80.0882493,26.7071145,156,1,rooftop,West Palm Beach,US,Palm Beach County,Okeechobee Blvd,2345,,,,FL,Okeechobee,Blvd,33409,"2345 Okeechobee Blvd, West Palm Beach, FL 33409",26.707113,-80.088255,City of West Palm Beach
1269,-80.0872614,26.7069677,1134,1,rooftop,West Palm Beach,US,Palm Beach County,Okeechobee Blvd,2301,,,,FL,Okeechobee,Blvd,33409,"2301 Okeechobee Blvd, West Palm Beach, FL 33409",26.706934,-80.087121,Palm Beach County
1270,-80.087132,26.4405313,1095,1,rooftop,Delray Beach,US,Palm Beach County,W Linton Blvd,1311,,W,,FL,Linton,Blvd,33444,"1311 W Linton Blvd, Delray Beach, FL 33444",26.440746,-80.087285,Palm Beach County
1271,-80.0867045,26.6589612,10642,0.99,rooftop,West Palm Beach,US,Palm Beach County,S Congress Ave,1200,,S,,FL,Congress,Ave,33406,"1200 S Congress Ave, West Palm Beach, FL 33406",26.658931,-80.087834,Palm Beach County
1272,-80.0863732,26.6743358,2231,0.99,rooftop,West Palm Beach,US,Palm Beach County,S Congress Ave,242,,S,,FL,Congress,Ave,33406,"242 S Congress Ave, West Palm Beach, FL 33406",26.673056,-80.087171,Palm Beach County
1273,-80.0859197,26.3729708,201,1,rooftop,Boca Raton,US,Palm Beach County,NW 1st Ave,2550,,NW,,FL,1st,Ave,33431,"2550 NW 1st Ave, Boca Raton, FL 33431",26.372939,-80.08593,Palm Beach County
1274,-80.0850626,26.7597864,613,1,rooftop,West Palm Beach,US,Palm Beach County,45th St,2105,,,,FL,45th,St,33407,"2105 45th St, West Palm Beach, FL 33407",26.759908,-80.08559,Palm Beach County
1275,-80.0850364,26.4403971,554,1,rooftop,Delray Beach,US,Palm Beach County,W Linton Blvd,1111,,W,,FL,Linton,Blvd,33444,"1111 W Linton Blvd, Delray Beach, FL 33444",26.440415,-80.085266,Palm Beach County
1276,-80.0850358,26.7072473,490,1,rooftop,West Palm Beach,US,Palm Beach County,Okeechobee Blvd,2225,,,,FL,Okeechobee,Blvd,33409,"2225 Okeechobee Blvd, West Palm Beach, FL 33409",26.706768,-80.084789,Palm Beach County
1277,-80.0850079,26.4438016,114,1,rooftop,Delray Beach,US,Palm Beach County,Wallace Dr,1250,,,,FL,Wallace,Dr,33444,"1250 Wallace Dr, Delray Beach, FL 33444",26.44375,-80.085314,Palm Beach County
1278,-80.083867,26.4406755,1083,1,rooftop,Delray Beach,US,Palm Beach County,W Linton Blvd,1001,,W,,FL,Linton,Blvd,33444,"1001 W Linton Blvd, Delray Beach, FL 33444",26.44022,-80.083661,Palm Beach County
1279,-80.0827385,26.7071721,844,1,rooftop,West Palm Beach,US,Palm Beach County,Okeechobee Blvd,2101,,,,FL,Okeechobee,Blvd,33409,"2101 Okeechobee Blvd, West Palm Beach, FL 33409",26.706775,-80.082642,Palm Beach County
1280,-80.0824794,26.7030854,32,1,rooftop,West Palm Beach,US,Palm Beach County,Old Okeechobee Rd,2758,,,,FL,Old Okeechobee,Rd,33409,"2758 Old Okeechobee Rd, West Palm Beach, FL 33409",26.70316,-80.082616,Palm Beach County
1281,-80.082097,26.7039017,43,1,rooftop,West Palm Beach,US,Palm Beach County,Church St,1844,,,,FL,Church,St,33409,"1844 Church St, West Palm Beach, FL 33409",26.703892,-80.082111,Palm Beach County
1282,-80.0814292,26.3401581,12,1,rooftop,Boca Raton,US,Palm Beach County,E Camino Real,290,,E,,FL,Camino Real,,33432,"290 E Camino Real, Boca Raton, FL 33432",26.339555,-80.081468,Palm Beach County
1283,-80.07993,26.805704,3,1,rooftop,West Palm Beach,US,Palm Beach County,N Killian Dr,1381,,N,,FL,Killian,Dr,33403,"1381 N Killian Dr, West Palm Beach, FL 33403",26.805922,-80.08003,Palm Beach County
1284,-80.0787468,26.7044149,83,1,rooftop,West Palm Beach,US,Palm Beach County,N Florida Mango Rd,1029,,N,,FL,Florida Mango,Rd,33409,"1029 N Florida Mango Rd, West Palm Beach, FL 33409",26.704355,-80.078743,Palm Beach County
1285,-80.078579,26.800106,58,1,rooftop,West Palm Beach,US,Palm Beach County,12th St,848,,,,FL,12th,St,33403,"848 12th St, West Palm Beach, FL 33403",26.800122,-80.078641,Palm Beach County
1286,-80.0783063,26.8129638,569,1,rooftop,West Palm Beach,US,Palm Beach County,Richard Rd,2768,,,,FL,Richard,Rd,33403,"2768 Richard Rd, West Palm Beach, FL 33403",26.813298,-80.07805,Loveland
1287,-80.0779812,26.8039199,4,1,rooftop,West Palm Beach,US,Palm Beach County,Old Dixie Hwy,1300,,,,FL,Old Dixie,Hwy,33403,"1300 Old Dixie Hwy, West Palm Beach, FL 33403",26.80401,-80.077972,Palm Beach County
1288,-80.077859,26.694091,2,1,rooftop,West Palm Beach,US,Palm Beach County,Upland Rd,1731,,,,FL,Upland,Rd,33409,"1731 Upland Rd, West Palm Beach, FL 33409",26.694195,-80.077931,Palm Beach County
1289,-80.0776529,26.8104062,1012,1,rooftop,West Palm Beach,US,Palm Beach County,Alternate A1a,9137,,,,FL,Alternate A1a,,33403,"9137 Alternate A1a, West Palm Beach, FL 33403",26.810282,-80.077481,Palm Beach County
1290,-80.0774758,26.8073955,2135,1,rooftop,West Palm Beach,US,Palm Beach County,Northlake Blvd,1210,,,,FL,Northlake,Blvd,33403,"1210 Northlake Blvd, West Palm Beach, FL 33403",26.807199,-80.077483,Palm Beach County
1291,-80.077068,26.809007,202,1,rooftop,West Palm Beach,US,Palm Beach County,Northlake Blvd,2677,,,,FL,Northlake,Blvd,33403,"2677 Northlake Blvd, West Palm Beach, FL 33403",26.80895,-80.07717,Palm Beach County
1292,-80.075537,26.799102,34,1,rooftop,West Palm Beach,US,Palm Beach County,Old Dixie Hwy,802,,,,FL,Old Dixie,Hwy,33403,"802 Old Dixie Hwy, West Palm Beach, FL 33403",26.799136,-80.075518,Palm Beach County
1293,-80.0750569,26.6997064,159,1,rooftop,West Palm Beach,US,Palm Beach County,Okeechobee Rd,1710,,,,FL,Okeechobee,Rd,33409,"1710 Okeechobee Rd, West Palm Beach, FL 33409",26.699671,-80.075029,City of West Palm Beach
1294,-80.074842,26.4385401,252,1,rooftop,Delray Beach,US,Palm Beach County,SW 4th Ave,1865,,SW,,FL,4th,Ave,33444,"1865 SW 4th Ave, Delray Beach, FL 33444",26.438568,-80.07486,Palm Beach County
1295,-80.0743803,26.7943519,4,1,rooftop,West Palm Beach,US,Palm Beach County,Miller Way,124,,,,FL,Miller,Way,33403,"124 Miller Way, West Palm Beach, FL 33403",26.794365,-80.074351,Palm Beach County
1296,-80.0741718,26.6290529,142,1,rooftop,Lake Worth,US,Palm Beach County,10th Ave N,2000,N,,,FL,10th,Ave,33461,"2000 10th Ave N, Lake Worth, FL 33461",26.629016,-80.074425,Palm Beach County
1297,-80.0739202,26.4291651,1143,1,nearest_street,Delray Beach,US,Palm Beach County,Us Hwy 1,2900,,,,FL,Us Hwy 1,,33483,"2900 Us Hwy 1, Delray Beach, FL 33483",26.428761,-80.072833,TIGER/Line® dataset from the US Census Bureau
1298,-80.0738504,26.6989611,2,1,rooftop,West Palm Beach,US,Palm Beach County,Okeechobee Rd,1696,,,,FL,Okeechobee,Rd,33409,"1696 Okeechobee Rd, West Palm Beach, FL 33409",26.698959,-80.073873,Palm Beach County
1299,-80.073598,26.431842,1865,1,rooftop,Delray Beach,US,Palm Beach County,S Federal Hwy,2500,,S,,FL,Federal,Hwy,33483,"2500 S Federal Hwy, Delray Beach, FL 33483",26.431795,-80.073298,Palm Beach County
1300,-80.073104,26.4327036,730,1,rooftop,Delray Beach,US,Palm Beach County,S Federal Hwy,2400,,S,,FL,Federal,Hwy,33483,"2400 S Federal Hwy, Delray Beach, FL 33483",26.432666,-80.072823,Palm Beach County
1301,-80.0730954,26.4350935,411,1,rooftop,Delray Beach,US,Palm Beach County,S Federal Hwy,2200,,S,,FL,Federal,Hwy,33483,"2200 S Federal Hwy, Delray Beach, FL 33483",26.435152,-80.073338,Palm Beach County
1302,-80.0728416,26.4364729,1106,1,rooftop,Delray Beach,US,Palm Beach County,S Federal Hwy,2102,,S,,FL,Federal,Hwy,33483,"2102 S Federal Hwy, Delray Beach, FL 33483",26.437036,-80.072862,Palm Beach County
1303,-80.072694,26.546204,4072,1,nearest_street,Boynton Beach,US,Palm Beach County,I 95,,,,,FL,I 95,,33435,"I 95, Boynton Beach, FL 33435",26.546707,-80.070945,TIGER/Line® dataset from the US Census Bureau
1304,-80.071258,26.4347439,614,1,rooftop,Delray Beach,US,Palm Beach County,S Federal Hwy,2255,,S,,FL,Federal,Hwy,33483,"2255 S Federal Hwy, Delray Beach, FL 33483",26.434315,-80.071292,Palm Beach County
1305,-80.0711091,26.4363755,755,1,rooftop,Delray Beach,US,Palm Beach County,S Federal Hwy,2001,,S,,FL,Federal,Hwy,33483,"2001 S Federal Hwy, Delray Beach, FL 33483",26.436449,-80.071146,Palm Beach County
1306,-80.0687696,26.4688499,138,1,rooftop,Delray Beach,US,Palm Beach County,NE 4th St,360,,NE,,FL,4th,St,33483,"360 NE 4th St, Delray Beach, FL 33483",26.468916,-80.068737,Palm Beach County
1307,-80.068477,26.471682,7,1,rooftop,Delray Beach,US,Palm Beach County,NE 5th Ave,630,,NE,,FL,5th,Ave,33483,"630 NE 5th Ave, Delray Beach, FL 33483",26.471679,-80.068448,Palm Beach County
1308,-80.067385,26.807469,236,1,rooftop,North Palm Beach,US,Palm Beach County,Northlake Blvd,742,,,,FL,Northlake,Blvd,33408,"742 Northlake Blvd, North Palm Beach, FL 33408",26.807481,-80.067405,Palm Beach County
1309,-80.0672099,26.475761,46,1,nearest_street,Delray Beach,US,Palm Beach County,Us Hwy 1,914,,,,FL,Us Hwy 1,,33483,"914 Us Hwy 1, Delray Beach, FL 33483",26.475928,-80.067244,TIGER/Line® dataset from the US Census Bureau
1310,-80.066943,26.471416,399,1,nearest_street,Delray Beach,US,Palm Beach County,Us Hwy 1,600,,,,FL,Us Hwy 1,,33483,"600 Us Hwy 1, Delray Beach, FL 33483",26.471636,-80.067245,TIGER/Line® dataset from the US Census Bureau
1311,-80.0663781,26.6956354,4,1,rooftop,West Palm Beach,US,Palm Beach County,Wilkins Ave,2017,,,,FL,Wilkins,Ave,33401,"2017 Wilkins Ave, West Palm Beach, FL 33401",26.695628,-80.066564,Palm Beach County
1312,-80.0663252,26.482558,145,1,nearest_street,Delray Beach,US,Palm Beach County,Us Hwy 1,1800,,,,FL,Us Hwy 1,,33483,"1800 Us Hwy 1, Delray Beach, FL 33483",26.482554,-80.065862,TIGER/Line® dataset from the US Census Bureau
1313,-80.0653211,26.4867108,339,1,nearest_street,Delray Beach,US,Palm Beach County,Us Hwy 1,2599,,,,FL,Us Hwy 1,,33483,"2599 Us Hwy 1, Delray Beach, FL 33483",26.486214,-80.06508,TIGER/Line® dataset from the US Census Bureau
1314,-80.0648741,26.6985022,2,1,rooftop,West Palm Beach,US,Palm Beach County,Elizabeth Ave,1501,,,,FL,Elizabeth,Ave,33401,"1501 Elizabeth Ave, West Palm Beach, FL 33401",26.698469,-80.064837,City of West Palm Beach
1315,-80.0644449,26.8071293,823,1,rooftop,West Palm Beach,US,Palm Beach County,Northlake Blvd,572,,,,FL,Northlake,Blvd,33403,"572 Northlake Blvd, West Palm Beach, FL 33403",26.80717,-80.064425,Loveland
1316,-80.0644173,26.4892488,313,1,nearest_street,Delray Beach,US,Palm Beach County,Us Hwy 1,2800,,,,FL,Us Hwy 1,,33483,"2800 Us Hwy 1, Delray Beach, FL 33483",26.490608,-80.06357,TIGER/Line® dataset from the US Census Bureau
1317,-80.0638987,26.6552955,113,1,rooftop,West Palm Beach,US,Palm Beach County,Forest Hill Blvd,845,,,,FL,Forest Hill,Blvd,33405,"845 Forest Hill Blvd, West Palm Beach, FL 33405",26.65547,-80.063714,Palm Beach County
1318,-80.0638936,26.4870256,175,1,nearest_street,Delray Beach,US,Palm Beach County,Us Hwy 1,2599,,,,FL,Us Hwy 1,,33483,"2599 Us Hwy 1, Delray Beach, FL 33483",26.486214,-80.06508,TIGER/Line® dataset from the US Census Bureau
1319,-80.0595386,26.8490691,1258,1,rooftop,North Palm Beach,US,Palm Beach County,Us Highway 1,11801,,,,FL,Us Highway 1,,33408,"11801 Us Highway 1, North Palm Beach, FL 33408",26.849286,-80.059896,Palm Beach County
1320,-80.0580389,26.604805,32,1,rooftop,Lake Worth,US,Palm Beach County,S Dixie Hwy,901,,S,,FL,Dixie,Hwy,33460,"901 S Dixie Hwy, Lake Worth, FL 33460",26.604824,-80.05808,Palm Beach County
1321,-80.0580036,26.6055236,651,1,rooftop,Lake Worth,US,Palm Beach County,S Dixie Hwy,821,,S,,FL,Dixie,Hwy,33460,"821 S Dixie Hwy, Lake Worth, FL 33460",26.605468,-80.058009,Palm Beach County
1322,-80.056783,26.623438,87,1,rooftop,Lake Worth,US,Palm Beach County,N Dixie Hwy,620,,N,,FL,Dixie,Hwy,33460,"620 N Dixie Hwy, Lake Worth, FL 33460",26.623438,-80.056783,Loveland
1323,-80.055959,26.6457513,88,1,nearest_street,West Palm Beach,US,Palm Beach County,Us Hwy 1,8005,,,,FL,Us Hwy 1,,33405,"8005 Us Hwy 1, West Palm Beach, FL 33405",26.646096,-80.056303,TIGER/Line® dataset from the US Census Bureau
1324,-80.0555224,26.8021775,162,1,nearest_street,West Palm Beach,US,Palm Beach County,Us Hwy 1,1100,,,,FL,Us Hwy 1,,33407,"1100 Us Hwy 1, West Palm Beach, FL 33407",26.801928,-80.055139,TIGER/Line® dataset from the US Census Bureau
1325,-80.055091,26.6745242,59,1,nearest_street,West Palm Beach,US,Palm Beach County,Us Hwy 1,4200,,,,FL,Us Hwy 1,,33405,"4200 Us Hwy 1, West Palm Beach, FL 33405",26.674296,-80.054833,TIGER/Line® dataset from the US Census Bureau
1326,-80.054538,26.7050646,368,1,nearest_street,West Palm Beach,US,Palm Beach County,Us Hwy 1,949,,,,FL,Us Hwy 1,,33401,"949 Us Hwy 1, West Palm Beach, FL 33401",26.705479,-80.053737,TIGER/Line® dataset from the US Census Bureau
1327,-80.0544239,26.8027947,1338,1,rooftop,West Palm Beach,US,Palm Beach County,Federal Hwy,1215,,,,FL,Federal,Hwy,33403,"1215 Federal Hwy, West Palm Beach, FL 33403",26.802825,-80.054555,Palm Beach County
1328,-80.0536451,26.7265641,145,1,nearest_street,West Palm Beach,US,Palm Beach County,Us Hwy 1,1420,,,,FL,Us Hwy 1,,33401,"1420 Us Hwy 1, West Palm Beach, FL 33401",26.72627,-80.05315,TIGER/Line® dataset from the US Census Bureau
1329,-82.7982584,27.9391439,261,1,nearest_street,Clearwater,US,Pinellas County,Us Hwy 19 Alt,1575,,,,FL,Us Hwy 19 Alt,,33756,"1575 Us Hwy 19 Alt, Clearwater, FL 33756",27.939596,-82.798127,TIGER/Line® dataset from the US Census Bureau
1330,-82.7968946,27.9383586,362,1,nearest_street,Clearwater,US,Pinellas County,Us Hwy 19 Alt,1601,,,,FL,Us Hwy 19 Alt,,33756,"1601 Us Hwy 19 Alt, Clearwater, FL 33756",27.937909,-82.79687,TIGER/Line® dataset from the US Census Bureau
1331,-82.7876043,27.8785428,109,1,nearest_street,Largo,US,Pinellas County,Us Hwy 19 Alt,11583,,,,FL,Us Hwy 19 Alt,,33778,"11583 Us Hwy 19 Alt, Largo, FL 33778",27.878656,-82.787081,TIGER/Line® dataset from the US Census Bureau
1332,-82.7875628,27.9070805,95,1,rooftop,Largo,US,Pinellas County,Seminole Blvd,1040,,,,FL,Seminole,Blvd,33770,"1040 Seminole Blvd, Largo, FL 33770",27.907155,-82.787504,Pinellas
1333,-82.7875509,27.8778419,11,1,nearest_street,Largo,US,Pinellas County,Us Hwy 19 Alt,11583,,,,FL,Us Hwy 19 Alt,,33778,"11583 Us Hwy 19 Alt, Largo, FL 33778",27.878656,-82.787081,TIGER/Line® dataset from the US Census Bureau
1334,-82.7871021,27.9349561,27,1,rooftop,Clearwater,US,Pinellas County,S Missouri Ave,1703,,S,,FL,Missouri,Ave,33756,"1703 S Missouri Ave, Clearwater, FL 33756",27.93491,-82.787117,Pinellas
1335,-82.7870603,27.9461222,41,1,rooftop,Clearwater,US,Pinellas County,S Missouri Ave,1401,,S,,FL,Missouri,Ave,33756,"1401 S Missouri Ave, Clearwater, FL 33756",27.946082,-82.787107,Loveland
1336,-82.7868918,27.9495393,36,1,rooftop,Clearwater,US,Pinellas County,Lakeview Rd,1215,,,,FL,Lakeview,Rd,33756,"1215 Lakeview Rd, Clearwater, FL 33756",27.94951,-82.786895,Pinellas
1337,-82.786767,27.8794602,73,1,nearest_street,Largo,US,Pinellas County,Us Hwy 19 Alt,11700,,,,FL,Us Hwy 19 Alt,,33778,"11700 Us Hwy 19 Alt, Largo, FL 33778",27.879153,-82.787084,TIGER/Line® dataset from the US Census Bureau
1338,-82.7866365,27.8657137,124,1,nearest_street,Largo,US,Pinellas County,Us Hwy 19 Alt,10222,,,,FL,Us Hwy 19 Alt,,33778,"10222 Us Hwy 19 Alt, Largo, FL 33778",27.865226,-82.787021,TIGER/Line® dataset from the US Census Bureau
1339,-82.7827262,27.9169435,527,1,rooftop,Largo,US,Pinellas County,E Bay Dr,450,,E,,FL,Bay,Dr,33770,"450 E Bay Dr, Largo, FL 33770",27.916913,-82.782872,Pinellas
1340,-82.7821552,28.0455266,28,1,nearest_street,Dunedin,US,Pinellas County,Us Hwy 19 Alt,2411,,,,FL,Us Hwy 19 Alt,,34698,"2411 Us Hwy 19 Alt, Dunedin, FL 34698",28.04516,-82.781923,TIGER/Line® dataset from the US Census Bureau
1341,-82.7678575,27.862238,2,1,rooftop,Largo,US,Pinellas County,98th Ave N,9333,N,,,FL,98th,Ave,33777,"9333 98th Ave N, Largo, FL 33777",27.862198,-82.767864,City of Pinellas Park
1342,-82.75942,27.839298,149,0.99,rooftop,Largo,US,Pinellas County,Park Blvd N,8655,N,,,FL,Park,Blvd,33777,"8655 Park Blvd N, Largo, FL 33777",27.839836,-82.758736,Pinellas
1343,-82.7584608,27.9682668,65,1,rooftop,Clearwater,US,Pinellas County,Drew St,1900,,,,FL,Drew,St,33765,"1900 Drew St, Clearwater, FL 33765",27.968326,-82.758534,Pinellas
1344,-82.7513247,27.8948281,107,1,rooftop,Largo,US,Pinellas County,Ulmerton Rd,8181,,,,FL,Ulmerton,Rd,33771,"8181 Ulmerton Rd, Largo, FL 33771",27.895025,-82.75118,Pinellas
1345,-82.7505652,27.9596677,534,1,rooftop,Clearwater,US,Pinellas County,Gulf To Bay Blvd,2069,,,,FL,Gulf To Bay,Blvd,33764,"2069 Gulf To Bay Blvd, Clearwater, FL 33764",27.95958,-82.750678,Loveland
1346,-82.7481447,27.9674459,230,1,rooftop,Clearwater,US,Pinellas County,Drew St,2165,,,,FL,Drew,St,33765,"2165 Drew St, Clearwater, FL 33765",27.967507,-82.74819,Loveland
1347,-82.7465578,28.0190542,209,1,rooftop,Dunedin,US,Pinellas County,Main St,2201,,,,FL,Main,St,34698,"2201 Main St, Dunedin, FL 34698",28.018726,-82.746514,Pinellas
1348,-82.742841,27.8855207,91,1,rooftop,Largo,US,Pinellas County,124th Ave N,7503,N,,,FL,124th,Ave,33773,"7503 124th Ave N, Largo, FL 33773",27.885547,-82.742869,Pinellas
1349,-82.7424744,27.8015549,238,1,rooftop,Saint Petersburg,US,Pinellas County,32nd Ave N,7501,N,,,FL,32nd,Ave,33710,"7501 32nd Ave N, Saint Petersburg, FL 33710",27.801523,-82.742589,Pinellas
1350,-82.7417429,27.8689954,10,1,rooftop,Largo,US,Pinellas County,75th St N,10641,N,,,FL,75th,St,33777,"10641 75th St N, Largo, FL 33777",27.868999,-82.741713,City of Pinellas Park
1351,-82.741728,28.168091,1166,1,rooftop,Tarpon Springs,US,Pinellas County,Us Highway 19 N,43520,N,,,FL,Us Highway 19,,34689,"43520 Us Highway 19 N, Tarpon Springs, FL 34689",28.168089,-82.741727,Pinellas
1352,-82.7415857,28.1767306,18,1,rooftop,Holiday,US,Pasco County,Flora Ave,4350,,,,FL,Flora,Ave,34691,"4350 Flora Ave, Holiday, FL 34691",28.176731,-82.741586,MapWise (and individual Florida counties)
1353,-82.7413634,28.2032569,842,1,nearest_street,Holiday,US,Pasco County,Us Hwy 19,3000,,,,FL,Us Hwy 19,,34691,"3000 Us Hwy 19, Holiday, FL 34691",28.202285,-82.739814,TIGER/Line® dataset from the US Census Bureau
1354,-82.74122,28.05419,793,1,nearest_street,Palm Harbor,US,Pinellas County,US 19,,,,,FL,US 19,,34684,"US 19, Palm Harbor, FL 34684",28.054818,-82.738966,TIGER/Line® dataset from the US Census Bureau
